fileName,aspectRatio
accordions-accordion.png,1.7291066282420748
header-4.png,2.955665024630542
loader.png,2.6666666666666665
heros-floating-media-2.png,1.5151515151515151
navbar-2.png,6.857142857142857
content-horizontal-10.png,1.6666666666666667
cta-horizontal-2.png,3.5714285714285716
card.png,1.6
testimonials-grouped-3.png,2.2641509433962264
testimonials-grouped-2.png,1.1516314779270633
cta-horizontal-3.png,3.8461538461538463
content-horizontal-11.png,1.6666666666666667
modal-image-left.png,1.834862385321101
faq-cards-1.png,1.0353753235547887
navbar-3.png,6.857142857142857
modal-icon-rows-centred.png,1.3747228381374723
faq-card-accordions-2.png,1.9704433497536946
heros-floating-media-3.png,1.5151515151515151
header-5.png,3.6809815950920246
badges-badge.png,2.9594594594594597
content-bento-9.png,1.2096774193548387
heros-horizontal-9.png,1.5625
faq-list-accordions-4.png,1.6643550624133148
star-rating.png,5.666666666666667
modal-horizontal-icon.png,2.1108179419525066
pricing-stacked-4.png,1.2618296529968454
header-7.png,2.0338983050847457
heros-floating-media-1.png,1.5151515151515151
navbar-1.png,6.857142857142857
content-horizontal-13.png,1.6666666666666667
cta-horizontal-1.png,3.8461538461538463
testimonials-grouped-1.png,2.2641509433962264
content-horizontal-12.png,1.6666666666666667
faq-cards-2.png,1.1822660098522169
faq-card-accordions-1.png,1.593625498007968
header-6.png,3.2967032967032965
heros-horizontal-8.png,1.3888888888888888
nav-hamburger-menu.png,2.6666666666666665
radio-card.png,1.6153846153846154
content-bento-8.png,1.4251781472684086
content-horizontal-8.png,1.6666666666666667
content-bento-12.png,1.5151515151515151
faq-list-accordions-1.png,2.079722703639515
timeline-9.png,0.3389830508474576
team-card.png,2.142857142857143
header-2.png,2.4096385542168677
pricing-stacked-1.png,1.8181818181818181
heros-floating-media-4.png,1.5151515151515151
404-header-404-basic.png,1.6689847009735743
navbar-4.png,6.857142857142857
cta-horizontal-4.png,3.5714285714285716
cta-horizontal-5.png,3.8461538461538463
content-basic-1.png,2.380952380952381
testimonials-grouped-4.png,0.9933774834437086
testimonial-card.png,1.3793103448275863
avatars-avatar-group.png,2.6666666666666665
navbar-5.png,6.857142857142857
heros-centered-12.png,1.3114754098360655
header-3.png,2.955665024630542
timeline-8.png,0.6900517538815412
content-horizontal-9.png,1.6666666666666667
content-bento-11.png,1.7045454545454546
faq-list-accordions-2.png,1.6643550624133148
logos-8.png,2.830188679245283
pricing-stacked-2.png,1.2618296529968454
header-1.png,2.4489795918367347
heros-centered-10.png,1.3114754098360655
key.png,2.5
cta-horizontal-7.png,3.6253776435045317
content-basic-2.png,3.125
cta-horizontal-6.png,3.5714285714285716
modal-video-left.png,1.5037593984962405
content-horizontal-14.png,1.6666666666666667
heros-centered-11.png,1.3186813186813187
pricing-stacked-3.png,0.966183574879227
logos-9.png,4.633204633204633
faq-list-accordions-3.png,1.6643550624133148
content-bento-10.png,1.5151515151515151
gallery-carousel-3.png,1.744186046511628
gallery-static-3.png,0.8236101578586136
footers-6.png,2.2900763358778624
content-stacked-3.png,0.9828009828009828
banner-5.png,24.489795918367346
figures-8.png,2.733485193621868
content-features-1.png,1.6483516483516483
heros-full-media-2.png,1.5
contact-3.png,2.142857142857143
heros-full-media-3.png,1.5
contact-2.png,2.142857142857143
figures-9.png,2.733485193621868
content-cards-1.png,0.9389671361502347
banner-4.png,24.489795918367346
content-stacked-2.png,0.963855421686747
breadcrumbs.png,2.6666666666666665
gallery-static-2.png,1.2307692307692308
gallery-carousel-2.png,1.3498312710911136
cta-centered-4.png,1.938610662358643
content-features-18.png,1.889763779527559
content-sticky-8.png,0.5623242736644799
footers-5.png,2.2900763358778624
banner-6.png,24.489795918367346
content-cards-3.png,1.141769743101808
content-features-2.png,1.6853932584269662
heros-basic-8.png,2.4539877300613497
heros-full-media-1.png,1.5
banner-10.png,25.0
banner-11.png,24.489795918367346
contact-1.png,1.6260162601626016
banners-extended.png,20.689655172413794
heros-basic-9.png,1.8808777429467085
content-full-media-4.png,3.125
content-features-3.png,1.6483516483516483
content-stacked-1.png,0.9828009828009828
content-cards-2.png,0.9389671361502347
banner-7.png,24.489795918367346
footers-4.png,11.11111111111111
alert.png,3.3333333333333335
button-form-button.png,2.6666666666666665
gallery-static-1.png,1.2307692307692308
gallery-carousel-1.png,1.2307692307692308
content-features-19.png,3.4482758620689653
tooltip.png,3.0
modal-newsletter-image.png,1.5625
cta-centered-5.png,1.9230769230769231
figures-10.png,1.6371077762619373
cta-centered-1.png,2.810304449648712
content-stacked-10.png,1.1019283746556474
gallery-static-5.png,1.1070110701107012
banner-3.png,24.489795918367346
content-cards-6.png,1.3086150490730644
content-stacked-5.png,0.9828009828009828
browser-top-bar.png,2.6666666666666665
heros-centered-9.png,1.3186813186813187
content-features-7.png,1.6666666666666667
heros-full-media-4.png,1.5
contact-5.png,1.411764705882353
heros-full-media-5.png,1.5
contact-4.png,1.411764705882353
content-features-6.png,1.6666666666666667
heros-centered-8.png,1.1753183153770812
content-full-media-1.png,2.4193548387096775
content-stacked-4.png,0.963855421686747
nav-dropdown-1.png,2.0
content-cards-7.png,1.6528925619834711
banner-2.png,30.0
footers-1.png,2.830188679245283
content-features-20.png,3.7037037037037037
gallery-static-4.png,0.823045267489712
cta-centered-2.png,2.7777777777777777
footers-3.png,11.538461538461538
content-stacked-6.png,0.963855421686747
nav-dropdown-3.png,2.0
content-cards-5.png,1.680672268907563
content-full-media-3.png,3.125
content-features-4.png,1.6666666666666667
contact-6.png,2.4691358024691357
heros-full-media-7.png,1.5
contact-7.png,1.5267175572519085
